Brand;Fragrance;Tier;Gender;Top Notes;Middle Notes;Base Notes;Accords;Rating;Rating Count
Roja Dove;Danger Pour Homme;Statement, Wildcard;men;Lavender, Cumin, Lemon, Tarragon and Bergamot;Violet, Jasmine and Lily-of-the-Valley;Ambergris, Woody Notes, Patchouli, Oakmoss, Vanilla, Tonka Bean, Musk, Vetiver, Castoreum, Cedar, Cloves, Leather, Rhubarb and Galbanum;woody, aromatic, lavender, fresh spicy, animalic;4.41;611.0
Roja Dove;Danger Pour Femme Essence De Parfum;Statement, Wildcard;women;Bergamot, Grapefruit, Lemon and Mandarin Orange;Ylang-Ylang, Peach, May Rose, Jasmine, Violet and Gardenia;Sandalwood, Vanilla, Tonka Bean, Orris, Musk, Clove and Patchouli;powdery, woody, vanilla, sweet, warm spicy;3.93;109.0
Roja Dove;Danger;Safe, Statement;women;Lemon Verbena, Bergamot, Mandarin Orange, Grapefruit and Lemon;Ylang-Ylang, Gardenia, Violet, Peach, Jasmine and May Rose;Sandalwood, Vanilla, Orris Root, Tonka Bean, Cloves, Musk and Patchouli;woody, powdery, white floral, vanilla, sweet;4.17;452.0
Roja Dove;United Arab Emirates;Statement, Wildcard;unisex;Artemisia and Bergamot;Rose de Mai, Cloves, Geranium, Cassis, Labdanum, Ylang-Ylang and Jasmine;Agarwood (Oud), Cypriol Oil or Nagarmotha, Musk, Guaiac Wood, Cumin, Pink Pepper, Benzoin, Labdanum, Olibanum, Oakmoss and Patchouli;rose, fresh spicy, woody, oud, aromatic;4.36;208.0
Roja Dove;Creation-e Essence De Parfum;Statement;women;Mandarin Orange, Bergamot, Lemon and Geranium;Peach, Rose de Mai, Ylang-Ylang, Jasmine, Heliotrope and Neroli;Orris, Vanilla, Ambergris, Musk, Sandalwood and Patchouli;citrus, powdery, woody, sweet, vanilla;3.84;25.0
Roja Dove;Burlington 1819;Safe, Statement, Wildcard;unisex;Grapefruit, Lime, Mint, Bitter Orange and Mandarin Orange;;Ginger, Rum, Ambergris, Tobacco, Cumin, Oakmoss, Cashmere Wood, Musk, Cinnamon, Patchouli, Saffron, Benzoin, Vanilla, Cedar and Labdanum;citrus, fresh spicy, warm spicy, woody, green;4.3;918.0
Roja Dove;Beguiled;Safe, Statement;women;Tangerine, Bergamot and Lemon;Ylang Ylang, Jasmine and Rose;Sandalwood, Orris, Raspberry Leaf, Pink Pepper, Oakmoss, Pepper and Patchouli;woody, citrus, powdery, sweet, iris;4.2;159.0
Roja Dove;Apex Parfum;Statement;unisex;Mandarin Orange, Bergamot, Orange and Lemon;Pineapple, Jasmine and Labdanum;Cypress, Patchouli, Balsam Fir, Juniper Berries, Oakmoss, Leather, Ambergris, Musk, Incense, Galbanum, Tobacco, Cashmere Wood, elemi, Rum, Sandalwood, Amber, Benzoin and Labdanum;citrus, woody, aromatic, fresh spicy, sweet;3.53;189.0
Roja Dove;Apex;Statement;men;Orange, Mandarin Orange, Bergamot and Lemon;Pineapple, Cistus Incanus and Jasmine;Cypress, Balsam Fir, Oakmoss, Leather, Patchouli, Juniper Berries, Olibanum, Tobacco, Cashmere Wood, Labdanum, Musk, Amber, Galbanum, Elemi resin, Sandalwood, Rum, Ambergris and Benzoin;woody, aromatic, fresh spicy, amber, citrus;3.7;708.0
Roja Dove;Innuendo;Safe, Statement;women;Orange, Lemon Verbena, Bergamot and Lemon;Ylang-Ylang, May Rose, Jasmine and Violet;Orris Root, Sandalwood, Tonka Bean, Patchouli, Musk and Labdanum;citrus, woody, powdery, sweet, yellow floral;4.17;304.0
Roja Dove;Isola Blu;Safe, Statement, Wildcard;unisex;Lime, Bergamot, Lemon, Thyme and Lavender;Apple, Orange Blossom, Black Currant, Champaca, Jasmine, Coconut and Lily;Birch, Cedar, Juniper Berries, Grass, Musk, Pink Pepper, Ambergris, Amber, Mate, Oakmoss, Patchouli, Tonka Bean, Anise, Leather, Labdanum, Vanilla and Orris Root;citrus, aromatic, fresh spicy, woody, green;4.29;482.0
Roja Dove;Creation-e Parfum Cologne;Statement, Wildcard;unisex;Rose de Mai, Bergamot and Geranium;Heliotrope, Pepper, Cardamom, Ginger, Jasmine and Neroli;Cognac, Benzoin, Tobacco, Vanilla, Patchouli, Sandalwood and Ambergris;warm spicy, woody, vanilla, amber, powdery;4.03;142.0
Roja Dove;51 Pour Femme Essence De Parfum;Safe, Statement;women;;Ylang-Ylang, Raspberry, Gardenia, Orange Blossom, Tuberose, Lily, Jasmine, May Rose and Lily-of-the-Valley;Vanilla, Benzoin, Cashmere Wood, Sandalwood, Orris, Violet, Cinnamon, Anise, Clove and Patchouli;white floral, woody, sweet, vanilla, powdery;4.08;329.0
Roja Dove;H The Exclusive Black Tier;Statement, Wildcard;unisex;;Raspberry, Rose de Mai, Violet and Jasmine;Agarwood (Oud), Suede, Benzoin, Vanilla, Myrrh, Musk, Cashmere Wood, Saffron, Opoponax, Ambergris, Patchouli, Birch, Orris Root, Labdanum, Sandalwood and Pepper;amber, woody, powdery, warm spicy, musky;4.29;125.0
Roja Dove;Reckless Pour Homme;Safe, Statement, Wildcard;men;Bay Leaf, Lavender, Bergamot and Lemon;Artemisia, Jasmine and Rose;Cypress, Cinnamon, Cardamom, Black Pepper, Oakmoss, Ginger, Incense, Cedar, Labdanum, Vetiver, Cloves, Styrax, Musk, Sandalwood, Tonka Bean and Orris Root;warm spicy, aromatic, woody, fresh spicy, amber;4.41;338.0
Roja Dove;Reckless Pour Femme Essence De Parfum;Safe, Statement, Wildcard;women;Mandarin Orange, Orange and Bergamot;Neroli, Jasmine, May Rose and Geranium;Vanilla, Musk, Cinnamon, Benzoin, Sandalwood, Styrax, Coriander and Pink Pepper;citrus, white floral, vanilla, warm spicy, powdery;4.18;199.0
Roja Dove;Reckless;Safe, Statement;women;Aldehydes, Citruses, Bergamot and Tarragon;Jasmine, Ylang-Ylang, Peach, Rose, Geranium, Violet and Amaryllis;oak moss, Musk, Tonka Bean, Leather, Sandalwood, Orris Root, Cinnamon, Vetiver, Castoreum and Clove;woody, white floral, aromatic, powdery, citrus;4.2;368.0
Roja Dove;O The Exclusive Parfum;Statement;unisex;;Raspberry, Geranium, Rose de Mai, Jasmine, Orange Blossom and Violet;Agarwood (Oud), Cashmere Wood, Ambergris, Musk, Birch, Amyris, Saffron, Cypriol Oil or Nagarmotha, Sandalwood, Patchouli, Vanilla, Labdanum, Pink Pepper, Cedar and Oakmoss;woody, amber, musky, sweet, fruity;4.18;85.0
Roja Dove;Mischief;Statement;women;Bergamot, Lemon and Grapefruit;Jasmine, Violet, Orange Blossom, Rose and Peach;Galbanum, Violet Leaf, Oakmoss, Musk, Cedar, Cloves, Patchouli, Ambergris and Vanilla;citrus, white floral, green, powdery, aromatic;4.0;141.0
Roja Dove;Manhattan Eau De Parfum;Safe, Statement, Wildcard;unisex;Basil, Bergamot and Lavender;Coconut, Jasmine, Heliotrope, Violet and May Rose;Tobacco, Vanilla, Pine Tree, Clove, Ginger, Pink Pepper, Cinnamon, Vetiver, Benzoin, Musk, Patchouli, Oakmoss and Cedar;warm spicy, vanilla, woody, aromatic, sweet;4.0;298.0
Roja Dove;Madison Pour Homme;Statement, Wildcard;men;Grapefruit, Lemon, Lime, Bay Leaf, Mandarin Orange, Aldehydes and Bergamot;Geranium, Orange Blossom, May Rose and Cyclamen;elemi, Balsam Fir, Vanilla, Oakmoss, Vetiver, Tonka Bean, Cardamom, Cedar, Cacao, Guaiac Wood, Benzoin, Carrot Seeds, Musk, Patchouli, Orris and Pink Pepper;citrus, aromatic, woody, fresh spicy, vanilla;4.47;62.0
Roja Dove;Madison Pour Femme;Statement;women;Mandarin Orange and Bergamot;Ylang-Ylang, May Rose, Violet, Heliotrope, Black Currant, Jasmine and Labdanum;Musk, Vanilla, Cedar, Orris, Incense, Pink Pepper, Sandalwood, Benzoin and Patchouli;powdery, woody, vanilla, floral, musky;4.46;39.0
Roja Dove;L'oscar Pour Homme;Statement, Wildcard;men;;Mayflower, Labdanum and Carnation;Sandalwood, Vetiver, Oakmoss, Galbanum, Nutmeg, Cedar, Celery Seeds, Guaiac Wood and Black and Pink Pepper;woody, aromatic, earthy, fresh spicy, green;4.44;32.0
Roja Dove;A Goodnight Kiss;Safe, Statement;women;;Heliotrope, Jasmine, Ylang-Ylang, Rose, Neroli, Geranium and Peach;Orris, Ambergris, Musk, Sandalwood, Vanilla and Patchouli;powdery, iris, white floral, woody, floral;4.13;227.0
Roja Dove;H The Exclusive Parfum;Statement, Wildcard;women;Bergamot, Lemon and Grapefruit;Ylang-Ylang, Gardenia, Jasmine, Cloves, Pink Pepper and Orange Blossom;Cedar, Sandalwood, Cashmere Wood, Vanilla, Benzoin, Musk, Labdanum and Patchouli;woody, white floral, warm spicy, powdery, amber;4.36;70.0
Roja Dove;H The Exclusive Parfum Pour Homme;Statement, Wildcard;men;Grapefruit, Bergamot and Lemon;Plum and Labdanum;Pepper, Sandalwood, Agarwood (Oud), Ambergris, Vetiver, Woody Notes, Cedar and Patchouli;woody, citrus, fresh spicy, amber, aromatic;4.28;69.0
Roja Dove;Harrods Aoud;Statement, Wildcard;unisex;Artemisia, Aldehydes and Citruses;;Olibanum, Agarwood (Oud), Cinnamon, Myrrh, Cypriol Oil or Nagarmotha, Patchouli, Cedar, Guaiac Wood, Ambrette (Musk Mallow), Elemi resin, Benzoin, Labdanum, Cashmere Wood, Vanilla, Sandalwood and Musk;woody, amber, warm spicy, aromatic, balsamic;4.23;53.0
Roja Dove;Harrods Parfum Pour Femme;Statement;women;Bergamot and Anise;Cherry, Palmarosa, Rose de Mai, Magnolia, Violet, Tuberose, Ylang-Ylang, Neroli and Orange Blossom;Benzoin, Vanilla, Sandalwood, Cashmere Wood, Cypriol Oil or Nagarmotha, Pink Pepper, Olibanum, Ambergris, Cedar, Agarwood (Oud), Musk, Labdanum and Leather;woody, amber, green, cherry, sweet;4.21;33.0
Roja Dove;Harrods Parfum Pour Homme;Statement, Wildcard;men;;;;citrus, woody, aromatic, fresh spicy, amber;4.27;125.0
Roja Dove;Isola Sol;Statement;unisex;Apricot, Lemon, Peach, Mandarin Orange, Bergamot and Petitgrain;Ylang-Ylang, Jasmine Sambac, Coconut and Neroli;Salt, Musk, Sandalwood, Ambroxan, Cedar, Amyris and Pink Pepper;woody, citrus, white floral, sweet, musky;3.76;91.0
Rosendo Mateu Olfactive Expressions;No 4 Saffron, Oud, Vanilla;Statement;unisex;Bitter Orange Blossom and Calabrian bergamot;Saffron, Jasmine, Nutmeg, Cinnamon and Iris;Vetiver, Agarwood (Oud), Sandalwood, Guaiac Wood, Vanilla, Benzoin, Tonka Bean, Patchouli, Amber and Labdanum;woody, warm spicy, amber, vanilla, aromatic;3.79;34.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 6 Jasmin, Sandalwood, Oriental Musk;Safe, Statement;unisex;Jasmine Sambac, Exotic Fruits, Floral Notes, Coconut and Green Accord;Sandalwood and Spicy Notes;White Musk, Vanilla and Amber;powdery, musky, woody, white floral, vanilla;4.21;300.0
Rosendo Mateu Olfactive Expressions;No 3 Neroli, Iris, White Musk;Statement;unisex;Italian Iris, Tunisian Neroli and Calabrian bergamot;Iris, Jasmine and Damask Rose;White Musk, Cashmere Wood, Tonka Bean, Sandalwood, Vanilla, Amber and Vetiver;powdery, musky, woody, amber, iris;4.08;39.0
Rosendo Mateu Olfactive Expressions;No 1 Bergamot, Tea Leaves, Sandal Wood;Statement, Wildcard;unisex;Calabrian bergamot, Green Mandarin, Lime peel, Rosemary, Thyme, Sage and Lavender;Green Tea, Bergamot, Neroli, Jasmine, Bitter Orange Blossom, Cardamom, Lily-of-the-Valley, Green Pepper, Smoke and Woody Notes;Sandalwood, White Musk and Iris;citrus, aromatic, fresh spicy, green, white floral;4.08;50.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 2 Citrus, Wood, Suede Leather;Statement, Wildcard;unisex;Calabrian bergamot and Lemon;Flowers, Geranium and Rose;Suede, Sandalwood and Patchouli;citrus, fresh spicy, woody, aromatic, floral;3.97;135.0
Rosendo Mateu Olfactive Expressions;Sweet Rose;Statement;unisex;Passionfruit, Strawberry, Raspberry, Red Berries, Calabrian bergamot and Green Leaves;Rose, Bulgarian Rose, Turkish Rose and Geranium;White Musk, Musk, Vanilla, Sandalwood, Cedar and Vetiver;fruity, sweet, woody, rose, powdery;4.26;105.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 3 Neroli, Iris, White Musk;Statement;unisex;Tunisian Neroli and Sicilian Bergamot;Iris, Jasmine and Damask Rose;White Musk, Sandalwood, Vetiver, Vanilla, Cashmere Wood, Tonka Bean and Amber;powdery, woody, musky, iris, citrus;3.99;150.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 4 Saffron, Oud, Vanilla;Statement, Wildcard;unisex;Calabrian bergamot and Orange Blossom;Saffron, Nutmeg, Cinnamon, Iris and Jasmine;Agarwood (Oud), Guaiac Wood, Vanilla, Labdanum, Benzoin, Vetiver, Tonka Bean, Sandalwood, Patchouli and Musk;woody, warm spicy, oud, amber, vanilla;3.98;165.0
Rosendo Mateu Olfactive Expressions;Incense Wood;Statement, Wildcard;unisex;Ceylon Cinnamon, Cardamom, Citruses, Madagascar Cloves and Bergamot;Incense, Sandalwood, Palisander Rosewood and Patchouli Leaf;Tonka Bean, Vanilla, Amber, Labdanum, Musk and White Musk;warm spicy, amber, woody, vanilla, balsamic;4.14;100.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 1 Bergamot, Tea Leaf, Sandalwood;Safe, Statement, Wildcard;unisex;Calabrian bergamot, Lime, Green Mandarin, Lavender, Sage, Rosemary and Thyme;Tea Leaf, Bitter Orange Blossom, Neroli, Jasmine, Lily-of-the-Valley, Green Pepper and Cardamom;White Musk, Sandalwood and Iris;citrus, aromatic, green, white floral, fresh spicy;4.16;332.0
Rosendo Mateu Olfactive Expressions;Fresh Oud;Statement;unisex;Grapefruit, Bergamot, Cardamom, Saffron and Ceylon Cinnamon;Agarwood (Oud), Iris, Bulgarian Rose and Jasmine;Sandalwood, Leather, Cashmere Wood, Vanilla, Amber, Cedar, White Musk and Patchouli;citrus, woody, oud, warm spicy, powdery;3.61;64.0
Rosendo Mateu Olfactive Expressions;1988;Statement;unisex;Dew Drop and Citruses;Sea water, Ozonic notes, Woody Notes and Sea Salt;White Musk, Woody Notes and Spices;marine, aquatic, salty, musky, ozonic;3.74;38.0
Rosendo Mateu Olfactive Expressions;1970;Safe, Statement, Wildcard;unisex;Citruses and Fruits;Chocolate, Spices, Earthy Notes and Woody Notes;Tonka Bean, Vanilla, Musk and Amber;vanilla, warm spicy, sweet, amber, chocolate;4.24;175.0
Rosendo Mateu Olfactive Expressions;1968;Statement;unisex;Green Accord, Floral Notes and Dew Drop;Tuberose, Spices, Aromatic Notes and Rose;Musk, Woody Notes and Vanilla;green, floral, musky, tuberose, rose;4.16;50.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 8 Fruity, Amber, Exotic Musk;Statement;unisex;Pineapple, Apple, Pear and Citruses;Cinnamon, Amber, Iris, Bulgarian Rose and Patchouli;Vanilla, Cedar, Guaiac Wood and Vetiver;fruity, sweet, fresh, woody, vanilla;3.93;85.0
Rosendo Mateu Olfactive Expressions;2010;Statement;unisex;Aromatic Notes, Woody Notes, Cedar and Floral Notes;Saffron, Balsamic Notes, Resins and Spices;Musk, dark woodsy notes and Sweet Notes;warm spicy, woody, amber, metallic, musky;3.72;36.0
Rosendo Mateu Olfactive Expressions;Rosendo Mateu Nâº 7 Patchouli, Oud, Vanilla;Statement, Wildcard;unisex;Rose Petals, Floral Notes and Jasmine;Patchouli, Spices and Sweet Notes;Vanilla, Thailand Oud, Laotian Oud and Siam Benzoin;oud, warm spicy, vanilla, woody, patchouli;4.17;310.0
Sabe Masson;Artist;Statement, Wildcard;women;;Cedar, Spicy Notes and Patchouli;Moss and Musk;woody, mossy, earthy, citrus, warm spicy;4.33;24.0
Sabe Masson;Zazou;Statement, Wildcard;women;;;;citrus, aromatic, green, woody, fresh spicy;4.16;25.0
Sabe Masson;Copacabana;Statement, Wildcard;women;;;;citrus, white floral, fresh spicy, violet, powdery;3.95;22.0
Sabe Masson;Eu Vent De Vous;Statement, Wildcard;women;Cardamom and Bergamot;Benzoin, Tolu Balsam, Opoponax and Iris;Vanilla, Labdanum, Patchouli and Amber;amber, warm spicy, balsamic, powdery, sweet;4.48;33.0
Sabe Masson;Georges Et Moi;Statement;women;Lemon Leaf and Bergamot;Rose, Ylang-Ylang, Ginger and Magnolia;Cedar and Vetiver;woody, citrus, aromatic, rose, floral;4.48;29.0
Sabe Masson;La Reine Soleil;Statement;women;Bergamot and Lemon;Honey, Ylang-Ylang and Heliotrope;Vanilla, Musk and Patchouli;sweet, honey, yellow floral, powdery, vanilla;4.32;31.0
Sabe Masson;Macadam Paz;Statement, Wildcard;women;Neroli and Bergamot;Nutmeg, Clary Sage and Tuberose;Vanilla, Cedar, Amber, Labdanum and Musk;vanilla, fresh spicy, amber, powdery, woody;4.07;29.0
Sabe Masson;Ne Des Roses;Statement;women;Pear and Freesia;Rose, Peony, Lily-of-the-Valley and Spices;Mahogany and Musk;rose, floral, fresh, white floral;4.5;20.0
Sabe Masson;Parisian Rhapsody;Statement, Wildcard;women;Red Berries and Wild Orange;Rose, Nutmeg and Jasmine;Coumarin, Vanilla and Musk;vanilla, rose, fruity, sweet, balsamic;4.19;21.0
Salvatore Ferragamo;Amo Ferragamo Flowerful;Statement;women;Yuzu, Campari and Black Currant;Pink Peony, Plum Blossom and Jasmine;Musk, Vanilla Orchid and Woody Notes;floral, fresh, fruity, citrus, musky;3.66;457.0
Salvatore Ferragamo;Tuscan Soul;Statement;unisex;Bergamot and Petitgrain;Orange Blossom and Magnolia;Fig Tree and Iris Flower;citrus, white floral, woody, fresh spicy, aromatic;3.78;523.0
Salvatore Ferragamo;Uomo Salvatore Ferragamo Casual Life;Statement, Wildcard;men;Violet Leaf, Lemon and Cardamom;Coffee, Ambroxan and Geranium;Musk, Cashmere Wood and White Cedar Extract;musky, warm spicy, amber, ozonic, aromatic;3.92;838.0
Salvatore Ferragamo;Incanto Dream;Statement;women;Mango, Pineapple, Red Apple and Black Currant;Peony and Freesia;Musk and Sandalwood;fruity, sweet, tropical, floral, fresh;3.79;672.0
Salvatore Ferragamo;Ferragamo Oud;Statement, Wildcard;men;Rum, Tobacco and Spicy Notes;Leather, Iris and Tuberose;Guaiac Wood, Benzoin and Tonka Bean;woody, warm spicy, leather, amber, tobacco;4.35;222.0
Salvatore Ferragamo;F By Ferragamo;Statement;women;;;;white floral, rose, citrus, floral;3.57;677.0
Salvatore Ferragamo;Emozione Rosa Orientale;Wildcard;women;Saffron, Cardamom and Orange Blossom;Rose, Leather and Musk;Vanilla, Agarwood (Oud) and Patchouli;warm spicy, rose, leather, vanilla, musky;4.21;34.0
Salvatore Ferragamo;Emozione Dolce Fiore;Statement;women;White Peach, Grapefruit and Bergamot;Damask Rose and Peony;White Musk, Iris, Suede and Vanilla;powdery, musky, citrus, rose, floral;3.72;148.0
Salvatore Ferragamo;Attimo Pour Homme;Wildcard;men;Cardamom, Pepper, Mandarin Orange and Marjoram;Olibanum, Paprika, Saffron and Sage;Vetiver, Patchouli, Musk and French labdanum;warm spicy, fresh spicy, aromatic, amber, herbal;3.85;388.0
Salvatore Ferragamo;Acqua Essenziale Colonia;Safe;men;Bergamot and Water Notes;Clary Sage, Orange Blossom and Lavender;Ambroxan, Vetiver and Tonka Bean;aromatic, citrus, aquatic, white floral, lavender;4.1;788.0
Salvatore Ferragamo;Parfum Subtil;Safe;women;Cherry, Fruity Notes and Orange Blossom;Tulip, Jasmine and Lily-of-the-Valley;;white floral, sweet, cherry, fruity, floral;4.06;394.0
Salvatore Ferragamo;Attimo Black Musk Pour Homme;Statement, Wildcard;men;Mandarin Orange, Cardamom, Marjoram and Black Pepper;Sage, Saffron, Pimento and Olibanum;Black Musk, Patchouli, Vetiver and Labdanum;warm spicy, aromatic, woody, musky, fresh spicy;4.24;68.0
Salvatore Ferragamo;Attimo;Statement;women;Pear and Lotus;Gardenia, Peony and Frangipani;Musk, Patchouli and Virginia Cedar;floral, aquatic, fruity, fresh, white floral;3.67;739.0
Salvatore Ferragamo;Subtil Pour Homme;Wildcard;men;Ginger, Mandarin Orange, Lotus Leaf and Cardamom;Coriander, Violet, Pink Pepper and Artemisia;Musk, Amber and Patchouli;warm spicy, citrus, aromatic, floral, herbal;3.81;390.0
Salvatore Ferragamo;Amo Ferragamo Per Lei;Statement;women;Pear and Raspberry;Magnolia and Osmanthus;Musk, Cedar and Sandalwood;fruity, floral, sweet, woody, musky;3.7;231.0
Salvatore Ferragamo;Amo Ferragamo Limited Edition;Statement;women;Campari, Black Currant and Rosemary;Rhubarb, Mate and Jasmine Sambac;Tahitian Vanilla, Ambroxan and Sandalwood;fruity, aromatic, green, vanilla, woody;4.21;34.0
Salvatore Ferragamo;Emozione Dolce Fiore Eau De Parfum;Statement;women;Peach, Bergamot and Grapefruit;Rose and Peony;Suede, White Musk and Vanilla;citrus, rose, musky, floral, powdery;4.14;29.0
Salvatore Ferragamo;Attimo L'eau Florale;Statement;women;Lotus, Pear and Kumquat;Bulgarian Rose, Peony and Jasmine;Frangipani, Musk and Patchouli;floral, rose, fresh, aquatic, white floral;3.87;318.0
Salvatore Ferragamo;Incanto Pour Homme;Statement;men;Bamboo Leaf, Bitter Orange and Artemisia;Cypress, Bourbon Geranium and Atlas Cedar;Sandalwood, Vetiver and White Musk;woody, aromatic, fresh spicy, herbal, citrus;3.73;161.0
Salvatore Ferragamo;Calimala;Wildcard;unisex;Rose, Cardamom and Orange;Damask Rose, Rose and Orange Blossom;Suede, Cypriol Oil or Nagarmotha and Vanilla;rose, leather, warm spicy, woody, vanilla;4.57;35.0
Salvatore Ferragamo;Terra Rossa;Wildcard;unisex;Rose, Bitter Orange and Bergamot;Patchouli, Labdanum and Cypress;Amber, Tonka Bean and Ambertonic;amber, woody, patchouli, warm spicy, balsamic;3.92;37.0
Salvatore Ferragamo;Rinascimento;Statement, Wildcard;unisex;Mandarin Orange, Basil and Pepper;Lily, Tuberose and Iris;Sandalwood, Vetiver and Ambroxan;white floral, tuberose, fresh spicy, woody, green;4.3;54.0
Salvatore Ferragamo;Punta Ala;Wildcard;unisex;Bergamot, Mandarin Orange, Neroli and Lemon;Olive Tree and Jasmine;Cedar, Musk, Vetiver and Patchouli;citrus, woody, white floral, aromatic, fresh spicy;4.0;32.0
Salvatore Ferragamo;La Corte;Statement;unisex;Indian Jasmine, Almond Milk, White Lily and Freesia;Jasmine and White Lily;Bourbon Vanilla, White Amber and Cashmere Wood;white floral, amber, vanilla, almond, floral;4.44;61.0
Salvatore Ferragamo;La Commedia;Statement, Wildcard;unisex;Cardamom, Bitter Orange and Grapefruit;Red Chilli Pepper, Akigalawood and Nutmeg;Amber, Tonka Bean, Vetiver and Leather;warm spicy, citrus, amber, aromatic, woody;4.35;68.0
Salvatore Ferragamo;Incanto Sky;Statement;women;Granny Smith apple and Pear;White Lotus and Water Jasmine;Musk and Peach;fruity, floral, fresh, aquatic, musky;3.59;41.0
Salvatore Ferragamo;Incanto Pour Homme Blue;Statement;men;Aldehydes, Bergamot, Green Notes, Tarragon, Artemisia, Pepper, Cilantro and Cumin;Flowers, Jasmine, Cinnamon, Rose and Carnation;Musk, Oakmoss, Cedar, Leather, Amber, Tonka Bean and Patchouli;aromatic, fresh spicy, floral, aldehydic, green;3.69;45.0
Salvatore Ferragamo;Incanto Lovely Flower;Statement;women;Wild Strawberry, Red Currant, Passionfruit and Bergamot;Rose, Peony and Jasmine;Sandalwood and Benzoin;fruity, sweet, fresh, rose, woody;3.73;113.0
